"Sample Plan (Id) / Plan d'échantillonage (Id)","Sampling Plan - Description / Plan d'échantillonage - Description","Date Sampled (YYYY/MM/DD) / Date d'échantillonage (AAAA/MM/JJ)","System ID / ID Système","Product Description / Description du Produit","Organic? / Biologique?","Country of Origin / Pays d'Origine","Function / Fonction","Analysis Type - Description / Type d'Analyse - Description","Method Number / No de Méthode","Value Text / Valeur textuelle","Unit / Unité","Analysis Assessment / Évaluation de l'Analyse"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02288","Specialty / Spécialité","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02288","Specialty / Spécialité","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3005","Imported Cucumbers / Concombres Importés","2017-03-15","B2016VMAX02288","Specialty / Spécialité","Yes / Oui","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-02","B2016VMAX02322","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-02","B2016VMAX02322","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-02","B2016VMAX02322","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-02","B2016VMAX02322","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-11","B2016VMAX02323","Specialty / Spécialité","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-11","B2016VMAX02323","Specialty / Spécialité","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-11","B2016VMAX02323","Specialty / Spécialité","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-11","B2016VMAX02323","Specialty / Spécialité","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-24","B2016VMAX02324","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-24","B2016VMAX02324","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-24","B2016VMAX02324","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-05-24","B2016VMAX02324","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-08","B2016VMAX02352","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-08","B2016VMAX02352","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-08","B2016VMAX02352","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-08","B2016VMAX02352","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-15","B2016VMAX02353","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-15","B2016VMAX02353","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-15","B2016VMAX02353","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-15","B2016VMAX02353","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-20","B2016VMAX02354","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-20","B2016VMAX02354","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-20","B2016VMAX02354","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-06-20","B2016VMAX02354","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02423","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02423","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02423","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02423","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02424","Specialty / Spécialité","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02424","Specialty / Spécialité","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02424","Specialty / Spécialité","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02424","Specialty / Spécialité","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02425","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02425","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02425","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-06","B2016VMAX02425","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02426","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02426","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02426","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02426","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02427","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02427","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02427","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02427","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02428","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02428","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02428","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02428","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02429","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02429","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02429","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-13","B2016VMAX02429","English / Anglais","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-18","B2016VMAX02430","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-18","B2016VMAX02430","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-18","B2016VMAX02430","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-18","B2016VMAX02430","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-18","B2016VMAX02431","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-18","B2016VMAX02431","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-18","B2016VMAX02431","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-07-18","B2016VMAX02431","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-08-02","B2016VMAX02513","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2016_SB3006","Domestic Cucumbers / Concombres Nationales","2016-08-02","B2016VMAX02513","English / Anglais","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
